"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Lewisham","E09000023","Upper tier local authority","2020-04-23",4,874
"Wokingham","E06000041","Upper tier local authority","2020-04-23",4,340
"Bromley","E09000006","Upper tier local authority","2020-04-23",26,993
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-23",5,325
"Dudley","E08000027","Upper tier local authority","2020-04-23",17,676
"Hounslow","E09000018","Upper tier local authority","2020-04-23",6,621
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-23",22,376
"Derbyshire","E10000007","Upper tier local authority","2020-04-23",11,1058
"Isle of Wight","E06000046","Upper tier local authority","2020-04-23",10,92
"Lincolnshire","E10000019","Upper tier local authority","2020-04-23",18,758
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-23",4,222
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-23",3,442
"West Midlands","E12000005","Region","2020-04-23",297,11760
"Wiltshire","E06000054","Upper tier local authority","2020-04-24",5,392
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-24",12,289
"Knowsley","E08000011","Upper tier local authority","2020-04-24",5,491
"Wandsworth","E09000032","Upper tier local authority","2020-04-24",4,893
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-24",14,825
"Sefton","E08000014","Upper tier local authority","2020-04-24",3,741
"North Somerset","E06000024","Upper tier local authority","2020-04-24",6,207
"Darlington","E06000005","Upper tier local authority","2020-04-24",8,239
"Nottingham","E06000018","Upper tier local authority","2020-04-24",17,487
"Birmingham","E08000025","Upper tier local authority","2020-04-24",37,2705
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-24",13,1010
"Trafford","E08000009","Upper tier local authority","2020-04-24",10,550
"Tameside","E08000008","Upper tier local authority","2020-04-24",7,428
"East Midlands","E12000004","Region","2020-04-24",114,6258
"Greenwich","E09000011","Upper tier local authority","2020-04-24",6,610
"Lancashire","E10000017","Upper tier local authority","2020-04-24",53,2584
"Southampton","E06000045","Upper tier local authority","2020-04-24",7,435
"Redbridge","E09000026","Upper tier local authority","2020-04-24",2,650
"England","E92000001","Country","2020-04-24",2043,111784
"Camden","E09000007","Upper tier local authority","2020-04-24",4,561
"Rotherham","E08000018","Upper tier local authority","2020-04-24",9,615
"Northumberland","E06000057","Upper tier local authority","2020-04-24",13,705
"Harrow","E09000015","Upper tier local authority","2020-04-24",8,867
"Leicester","E06000016","Upper tier local authority","2020-04-24",14,602
"Milton Keynes","E06000042","Upper tier local authority","2020-04-24",4,436
"Halton","E06000006","Upper tier local authority","2020-04-24",2,301
"North Yorkshire","E10000023","Upper tier local authority","2020-04-24",42,823
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-24",20,309
"Gloucestershire","E10000013","Upper tier local authority","2020-04-24",16,1110
"South East","E12000008","Region","2020-04-24",287,16040
"West Berkshire","E06000037","Upper tier local authority","2020-04-24",3,299
"Kent","E10000016","Upper tier local authority","2020-04-24",62,3221
"Sandwell","E08000028","Upper tier local authority","2020-04-24",24,908
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-24",4,200
"Solihull","E08000029","Upper tier local authority","2020-04-24",3,538
"Hartlepool","E06000001","Upper tier local authority","2020-04-24",6,165
"Shropshire","E06000051","Upper tier local authority","2020-04-24",5,422
"Middlesbrough","E06000002","Upper tier local authority","2020-04-24",9,490
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-24",16,721
"Oxfordshire","E10000025","Upper tier local authority","2020-04-24",29,1450
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-24",5,289
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-24",2,282
"Devon","E10000008","Upper tier local authority","2020-04-24",12,642
"Lambeth","E09000022","Upper tier local authority","2020-04-24",10,1108
"Bradford","E08000032","Upper tier local authority","2020-04-24",46,748
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-24",4,229
"York","E06000014","Upper tier local authority","2020-04-24",9,242
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-24",6,598
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-24",2,344
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-24",10,671
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-24",24,388
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-24",25,487
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-24",3,201
"Havering","E09000016","Upper tier local authority","2020-04-24",5,615
"Suffolk","E10000029","Upper tier local authority","2020-04-24",17,928
"Merton","E09000024","Upper tier local authority","2020-04-24",3,632
"Surrey","E10000030","Upper tier local authority","2020-04-24",34,2434
"Gateshead","E08000037","Upper tier local authority","2020-04-24",24,743
"Northamptonshire","E10000021","Upper tier local authority","2020-04-24",4,987
"North West","E12000002","Region","2020-04-24",340,17399
"County Durham","E06000047","Upper tier local authority","2020-04-24",37,1218
"Barnet","E09000003","Upper tier local authority","2020-04-24",7,1159
"Wigan","E08000010","Upper tier local authority","2020-04-24",15,579
"Derby","E06000015","Upper tier local authority","2020-04-24",5,446
"Worcestershire","E10000034","Upper tier local authority","2020-04-24",4,1045
"Southwark","E09000028","Upper tier local authority","2020-04-24",9,1159
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-24",3,128
"Leicestershire","E10000018","Upper tier local authority","2020-04-24",21,851
"Calderdale","E08000033","Upper tier local authority","2020-04-24",5,223
"Sutton","E09000029","Upper tier local authority","2020-04-24",6,651
"Enfield","E09000010","Upper tier local authority","2020-04-24",19,799
"Yorkshire and The Humber","E12000003","Region","2020-04-24",322,9117
"Somerset","E10000027","Upper tier local authority","2020-04-24",12,447
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-24",25,241
"Wolverhampton","E08000031","Upper tier local authority","2020-04-24",34,740
"Hackney","E09000012","Upper tier local authority","2020-04-24",2,595
"Medway","E06000035","Upper tier local authority","2020-04-24",6,584
"Dorset","E06000059","Upper tier local authority","2020-04-24",1,292
"Norfolk","E10000020","Upper tier local authority","2020-04-24",47,1336
"Waltham Forest","E09000031","Upper tier local authority","2020-04-24",9,699
"West Sussex","E10000032","Upper tier local authority","2020-04-24",22,1041
"St. Helens","E08000013","Upper tier local authority","2020-04-24",15,596
"Warrington","E06000007","Upper tier local authority","2020-04-24",7,558
"Bury","E08000002","Upper tier local authority","2020-04-24",15,420
"Reading","E06000038","Upper tier local authority","2020-04-24",6,437
"Bolton","E08000001","Upper tier local authority","2020-04-24",12,711
"South West","E12000009","Region","2020-04-24",98,5822
"North Tyneside","E08000022","Upper tier local authority","2020-04-24",2,439
"Wirral","E08000015","Upper tier local authority","2020-04-24",19,944
"Rochdale","E08000005","Upper tier local authority","2020-04-24",10,411
"Doncaster","E08000017","Upper tier local authority","2020-04-24",15,388
"Peterborough","E06000031","Upper tier local authority","2020-04-24",1,190
"North East","E12000001","Region","2020-04-24",175,6998
"Hertfordshire","E10000015","Upper tier local authority","2020-04-24",19,2136
"Cheshire East","E06000049","Upper tier local authority","2020-04-24",27,771
"Portsmouth","E06000044","Upper tier local authority","2020-04-24",6,268
"Manchester","E08000003","Upper tier local authority","2020-04-24",24,1008
"Bedford","E06000055","Upper tier local authority","2020-04-24",3,389
"Brent","E09000005","Upper tier local authority","2020-04-24",9,1319
"Salford","E08000006","Upper tier local authority","2020-04-24",8,554
"Kirklees","E08000034","Upper tier local authority","2020-04-24",28,517
"Ealing","E09000009","Upper tier local authority","2020-04-24",13,1013
"Coventry","E08000026","Upper tier local authority","2020-04-24",6,629
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-24",9,322
"Staffordshire","E10000028","Upper tier local authority","2020-04-24",28,1565
"Islington","E09000019","Upper tier local authority","2020-04-24",3,401
"East of England","E12000006","Region","2020-04-24",140,9517
"Walsall","E08000030","Upper tier local authority","2020-04-24",8,835
"Swindon","E06000030","Upper tier local authority","2020-04-24",7,341
"Westminster","E09000033","Upper tier local authority","2020-04-24",5,583
"Slough","E06000039","Upper tier local authority","2020-04-24",7,361
"Hampshire","E10000014","Upper tier local authority","2020-04-24",47,2585
"Hillingdon","E09000017","Upper tier local authority","2020-04-24",5,701
"Luton","E06000032","Upper tier local authority","2020-04-24",1,567
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-24",4,427
"Barnsley","E08000016","Upper tier local authority","2020-04-24",10,563
"Bristol, City of","E06000023","Upper tier local authority","2020-04-24",16,571
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-24",20,764
"Leeds","E08000035","Upper tier local authority","2020-04-24",61,1263
"Newham","E09000025","Upper tier local authority","2020-04-24",7,928
"Blackpool","E06000009","Upper tier local authority","2020-04-24",8,377
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-24",6,458
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-24",3,356
"Liverpool","E08000012","Upper tier local authority","2020-04-24",28,1318
"Oldham","E08000004","Upper tier local authority","2020-04-24",7,564
"Plymouth","E06000026","Upper tier local authority","2020-04-24",3,267
"Croydon","E09000008","Upper tier local authority","2020-04-24",12,1323
"Stockport","E08000007","Upper tier local authority","2020-04-24",15,761
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-24",2,390
"Bromley","E09000006","Upper tier local authority","2020-04-24",14,1007
"Lewisham","E09000023","Upper tier local authority","2020-04-24",7,881
"Essex","E10000012","Upper tier local authority","2020-04-24",38,2304
"Wokingham","E06000041","Upper tier local authority","2020-04-24",7,347
"Sunderland","E08000024","Upper tier local authority","2020-04-24",20,1075
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-24",18,394
"Dudley","E08000027","Upper tier local authority","2020-04-24",13,689
"London","E12000007","Region","2020-04-24",198,23769
"South Tyneside","E08000023","Upper tier local authority","2020-04-24",27,482
"East Sussex","E10000011","Upper tier local authority","2020-04-24",7,503
"Hounslow","E09000018","Upper tier local authority","2020-04-24",5,626
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-24",3,328
"Wakefield","E08000036","Upper tier local authority","2020-04-24",8,478
"Haringey","E09000014","Upper tier local authority","2020-04-24",5,529
"Sheffield","E08000019","Upper tier local authority","2020-04-24",17,1945
"Isle of Wight","E06000046","Upper tier local authority","2020-04-24",10,102
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-24",1,443
"Lincolnshire","E10000019","Upper tier local authority","2020-04-24",18,776
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-24",2,451
"Derbyshire","E10000007","Upper tier local authority","2020-04-24",22,1080
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-24",1,223
"Warwickshire","E10000031","Upper tier local authority","2020-04-24",22,1054
"Cumbria","E10000006","Upper tier local authority","2020-04-24",29,1722
"Bexley","E09000004","Upper tier local authority","2020-04-24",5,584
"West Midlands","E12000005","Region","2020-04-24",228,11988
"Oldham","E08000004","Upper tier local authority","2020-04-25",6,570
"West Midlands","E12000005","Region","2020-04-25",52,12040
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-25",2,445
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-25",2,225
"Isle of Wight","E06000046","Upper tier local authority","2020-04-25",1,103
"Dudley","E08000027","Upper tier local authority","2020-04-25",2,691
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-25",12,406
"Derbyshire","E10000007","Upper tier local authority","2020-04-25",16,1096
"Lewisham","E09000023","Upper tier local authority","2020-04-25",5,886
"Plymouth","E06000026","Upper tier local authority","2020-04-25",3,270
"Stockport","E08000007","Upper tier local authority","2020-04-25",4,765
"Liverpool","E08000012","Upper tier local authority","2020-04-25",15,1333
